rightx,righty,topx,topy,bottomx,bottomy,leftx,lefty
1025.0554779768,-0.998891830444336,-0.991514444351196,987.570049285889,0.991487145423889,-987.569961547852,-1025.05543613434,0.999006271362305
1025.11839675903,-1.00265884399414,-0.995235800743103,987.539083480835,0.995208263397217,-987.538991928101,-1025.11835503578,1.00277709960938
1025.18139505386,-1.00643730163574,-0.998966693878174,987.508075714111,0.998938679695129,-987.507984161377,-1025.18135344982,1.00655364990234
1025.24447274208,-1.01022148132324,-1.00270664691925,987.477035522461,1.00267827510834,-987.476934432983,-1025.24443125725,1.01034545898438
1025.30762982368,-1.01401710510254,-1.00645589828491,987.445955276489,1.00642716884613,-987.445850372314,-1025.30758869648,1.0141429901123
1025.37086677551,-1.01782035827637,-1.01021432876587,987.414834976196,1.01018559932709,-987.414728164673,-1025.37082540989,1.01795387268066
1025.43418347836,-1.02163505554199,-1.01398181915283,987.383678436279,1.01395344734192,-987.383567810059,-1025.43414151669,1.02177047729492
1025.49757957458,-1.02546119689941,-1.01775860786438,987.352481842041,1.01773059368134,-987.352373123169,-1025.49753749371,1.02559661865234
1025.56105494499,-1.02929306030273,-1.02154505252838,987.321250915527,1.02151703834534,-987.321134567261,-1025.5610127449,1.02943420410156
1025.62461006641,-1.03314018249512,-1.02534067630768,987.289978027344,1.02531266212463,-987.289861679077,-1025.62456762791,1.03327751159668
1025.68824470043,-1.03699493408203,-1.02914571762085,987.258665084839,1.02911770343781,-987.258550643921,-1025.68820202351,1.03713226318359
1025.75195860863,-1.04085540771484,-1.03296029567719,987.227317810059,1.03293240070343,-987.227201461792,-1025.75191581249,1.04099464416504
1025.81575202942,-1.04472541809082,-1.0367842912674,987.195932388306,1.03675627708435,-987.195816040039,-1025.81570935249,1.04486656188965
1025.87962532043,-1.04860305786133,-1.04061734676361,987.164510726929,1.04058969020844,-987.164392471313,-1025.87958216667,1.04875373840332
1025.94357800484,-1.05249786376953,-1.04446017742157,987.13304901123,1.0444324016571,-987.132926940918,-1025.94353485107,1.05264663696289
1026.00760996342,-1.0564022064209,-1.04831254482269,987.10154914856,1.04828441143036,-987.101428985596,-1026.00756716728,1.05654716491699
1026.07172167301,-1.06031799316406,-1.05217397212982,987.070009231567,1.05214583873749,-987.069892883301,-1026.07167887688,1.06045913696289
1026.13591301441,-1.06424140930176,-1.0560450553894,987.038429260254,1.05601680278778,-987.038318634033,-1026.13587021828,1.06437683105469
1026.20018386841,-1.06817626953125,-1.05992567539215,987.006813049316,1.05989694595337,-987.00671005249,-1026.20014107227,1.06830406188965
1026.26453447342,-1.07212066650391,-1.06381571292877,986.975158691406,1.0637868642807,-986.975059509277,-1026.26449143887,1.07224273681641
1026.32896447182,-1.07607078552246,-1.06771504878998,986.943470001221,1.06768620014191,-986.943370819092,-1026.32892119884,1.07619667053223
1026.3934738636,-1.08003234863281,-1.07162404060364,986.911745071411,1.07159519195557,-986.911642074585,-1026.39343082905,1.08015823364258
1026.45806288719,-1.08400344848633,-1.07554268836975,986.879978179932,1.0755136013031,-986.879878997803,-1026.45801997185,1.08413124084473
1026.52273142338,-1.08798027038574,-1.07947051525116,986.848176956177,1.07944142818451,-986.848073959351,-1026.52268862724,1.08811378479004
1026.58747971058,-1.09196853637695,-1.0834082365036,986.816335678101,1.08337867259979,-986.816228866577,-1026.58743703365,1.09210777282715
1026.65230774879,-1.0959644317627,-1.08735501766205,986.784456253052,1.08732557296753,-986.784345626831,-1026.65226471424,1.09611129760742
1026.71721541882,-1.09997177124023,-1.09131169319153,986.752536773682,1.09128212928772,-986.752431869507,-1026.71717214584,1.10011863708496
1026.78220236301,-1.10399055480957,-1.09527802467346,986.720582962036,1.0952479839325,-986.720478057861,-1026.78215932846,1.1041374206543
1026.84726893902,-1.1080207824707,-1.09925365447998,986.688592910767,1.09922361373901,-986.688486099243,-1026.84722578526,1.1081657409668
1026.91241526604,-1.11206436157227,-1.10323894023895,986.656562805176,1.10320889949799,-986.656457901001,-1026.91237187386,1.1121997833252
1026.97764110565,-1.11610794067383,-1.10723388195038,986.624496459961,1.10720384120941,-986.624391555786,-1026.97759759426,1.11624717712402
1027.04294645786,-1.12016868591309,-1.11123836040497,986.592390060425,1.111208319664,-986.592283248901,-1027.04290282726,1.12030601501465
1027.10833132267,-1.12423706054688,-1.1152526140213,986.560247421265,1.11522221565247,-986.560140609741,-1027.10828781128,1.12437438964844
1027.17379593849,-1.12831878662109,-1.11927652359009,986.528064727783,1.11924588680267,-986.527963638306,-1027.17375266552,1.12844848632812
1027.23934030533,-1.13240814208984,-1.12330985069275,986.495845794678,1.12327921390533,-986.4957447052,-1027.23929691315,1.13253784179688
1027.30496430397,-1.13650894165039,-1.12735295295715,986.4635887146,1.12732231616974,-986.463487625122,-1027.30492067337,1.13663482666016
1027.37066793442,-1.14061737060547,-1.1314058303833,986.4312915802,1.13137495517731,-986.431192398071,-1027.37062418461,1.14074325561523
1027.43645083904,-1.14473724365234,-1.13546812534332,986.398954391479,1.13543713092804,-986.398860931396,-1027.43640720844,1.14485931396484
1027.5023137331,-1.14887046813965,-1.13954043388367,986.366580963135,1.13950908184052,-986.366493225098,-1027.50226998329,1.14898681640625
1027.56825590134,-1.15300750732422,-1.14362227916718,986.334167480469,1.14359056949615,-986.334085464478,-1027.56821238995,1.15312576293945
1027.63427782059,-1.15715789794922,-1.14771378040314,986.301721572876,1.14768218994141,-986.301643371582,-1027.63423407078,1.15726852416992
1027.70037949085,-1.16131782531738,-1.15181481838226,986.269237518311,1.15178334712982,-986.269161224365,-1027.70033574104,1.16142845153809
1027.76656091213,-1.16548538208008,-1.15592551231384,986.236713409424,1.15589439868927,-986.236640930176,-1027.7665169239,1.16559410095215
1027.83282196522,-1.16966438293457,-1.16004598140717,986.204154968262,1.16001510620117,-986.204082489014,-1027.83277761936,1.16977310180664
1027.89916265011,-1.17385482788086,-1.16417646408081,986.171558380127,1.16414546966553,-986.171489715576,-1027.89911794662,1.17395782470703
1027.96558260918,-1.17805671691895,-1.16831696033478,986.138917922974,1.16828548908234,-986.138856887817,-1027.96553826332,1.17815589904785
1028.03208231926,-1.1822681427002,-1.17246687412262,986.106243133545,1.17243552207947,-986.106187820435,-1028.0320379734,1.1823616027832
1028.09866189957,-1.18648529052734,-1.17662632465363,986.073532104492,1.17659533023834,-986.073472976685,-1028.09861719608,1.18657875061035
1028.16532099247,-1.19071388244629,-1.18079602718353,986.040782928467,1.18076491355896,-986.040721893311,-1028.16527605057,1.19080924987793
1028.23205983639,-1.19495582580566,-1.1849752664566,986.007997512817,1.18494427204132,-986.00793838501,-1028.23201465607,1.19504356384277
1028.29887855053,-1.1992015838623,-1.18916428089142,985.975175857544,1.189133644104,-985.97511100769,-1028.29883265495,1.19929504394531
1028.36577665806,-1.20345878601074,-1.19336330890656,985.942317962646,1.19333255290985,-985.942245483398,-1028.36573064327,1.20355987548828
1028.43275439739,-1.20772743225098,-1.19757211208344,985.909418106079,1.19754123687744,-985.909341812134,-1028.43270838261,1.20782852172852
1028.49981188774,-1.21200561523438,-1.20179092884064,985.876482009888,1.20175993442535,-985.876401901245,-1028.49976563454,1.21210479736328
1028.56694877148,-1.21629524230957,-1.20601963996887,985.843505859375,1.20598840713501,-985.843427658081,-1028.56690275669,1.21639442443848
1028.63416552544,-1.2205982208252,-1.21025812625885,985.81049156189,1.21022689342499,-985.810417175293,-1028.63411939144,1.22069358825684
1028.70146214962,-1.22491073608398,-1.21450638771057,985.777439117432,1.21447515487671,-985.777370452881,-1028.70141553879,1.22500038146973
1028.76883840561,-1.22922706604004,-1.21876454353333,985.744352340698,1.21873331069946,-985.74427986145,-1028.76879167557,1.22932052612305
1028.83629417419,-1.23356056213379,-1.22303259372711,985.711227416992,1.22300124168396,-985.711158752441,-1028.83624732494,1.2336483001709
1028.90382957458,-1.2379035949707,-1.2273108959198,985.678064346313,1.22727906703949,-985.677993774414,-1028.90378296375,1.23798751831055
1028.97144460678,-1.24225234985352,-1.23159897327423,985.644863128662,1.23156702518463,-985.644788742065,-1028.97139811516,1.24233818054199
1029.0391395092,-1.24660873413086,-1.23589706420898,985.611625671387,1.23586511611938,-985.611547470093,-1029.03909277916,1.2466983795166
1029.10691440105,-1.25098037719727,-1.24020457267761,985.578350067139,1.24017322063446,-985.578271865845,-1029.10686707497,1.25107002258301
1029.1747688055,-1.25535583496094,-1.24452257156372,985.545038223267,1.24449110031128,-985.544954299927,-1029.174721241,1.25545501708984
1029.24270260334,-1.2597484588623,-1.24885046482086,985.511688232422,1.24881899356842,-985.511602401733,-1029.24265515804,1.25984573364258
1029.3107162714,-1.26414489746094,-1.2531886100769,985.478298187256,1.25315654277802,-985.478212356567,-1029.31066918373,1.26424789428711
1029.37880957127,-1.26855850219727,-1.25753664970398,985.444869995117,1.25750410556793,-985.444786071777,-1029.37876260281,1.2686595916748
1029.44698286057,-1.27297592163086,-1.2618944644928,985.411403656006,1.26186215877533,-985.411321640015,-1029.44693553448,1.2730827331543
1029.51523578167,-1.27740669250488,-1.26626241207123,985.377901077271,1.26623010635376,-985.377817153931,-1029.51518845558,1.27751731872559
1029.583568573,-1.28185081481934,-1.27064025402069,985.344360351562,1.2706081867218,-985.344276428223,-1029.58352100849,1.28196144104004
1029.65198087692,-1.28630256652832,-1.27502834796906,985.31078338623,1.27499604225159,-985.310697555542,-1029.65193355083,1.28642082214355
1029.72047293186,-1.29076194763184,-1.27942633628845,985.277168273926,1.27939403057098,-985.277080535889,-1029.72042548656,1.29088592529297
1029.7890444994,-1.29524040222168,-1.28383445739746,985.2435131073,1.2838020324707,-985.243431091309,-1029.78899729252,1.29535675048828
1029.85769605637,-1.29972457885742,-1.28825259208679,985.209823608398,1.28822028636932,-985.209735870361,-1029.85764861107,1.29984283447266
1029.92642760277,-1.30421829223633,-1.29268050193787,985.176094055176,1.29264891147614,-985.17600440979,-1029.92637956142,1.30434036254883
1029.99523818493,-1.30872344970703,-1.297119140625,985.142324447632,1.29708707332611,-985.142240524292,-1029.99519073963,1.3088436126709
1030.06412875652,-1.31323623657227,-1.30156767368317,985.10852432251,1.30153560638428,-985.108432769775,-1030.06408143044,1.3133602142334
1030.13309955597,-1.3177604675293,-1.30602610111237,985.074682235718,1.30599462985992,-985.074590682983,-1030.13305163383,1.3178882598877
1030.20214962959,-1.32229804992676,-1.31049525737762,985.040800094604,1.31046330928802,-985.04070854187,-1030.20210206509,1.32242202758789
1030.27127993107,-1.32684516906738,-1.31497395038605,985.006885528564,1.31494224071503,-985.006790161133,-1030.27123165131,1.32696914672852
1030.34048974514,-1.33139991760254,-1.31946289539337,984.972929000854,1.31943130493164,-984.97283744812,-1030.34044122696,1.33152770996094
1030.40977931023,-1.33596420288086,-1.32396197319031,984.938940048218,1.32393038272858,-984.938840866089,-1030.40973055363,1.33609580993652
1030.47914874554,-1.34054183959961,-1.32847130298615,984.904905319214,1.32844007015228,-984.904813766479,-1030.47909963131,1.34067344665527
1030.54859769344,-1.34513092041016,-1.33299112319946,984.87084197998,1.33295953273773,-984.870742797852,-1030.54854857922,1.34526252746582
1030.61812639236,-1.34972953796387,-1.33752083778381,984.836736679077,1.33748960494995,-984.836633682251,-1030.61807727814,1.34986114501953
1030.68773496151,-1.35433959960938,-1.34206092357635,984.80259513855,1.34202969074249,-984.802488327026,-1030.68768572807,1.35446929931641
1030.75742328167,-1.35895729064941,-1.34661138057709,984.768411636353,1.34657979011536,-984.768306732178,-1030.75737416744,1.35909080505371
1030.82719147205,-1.36359024047852,-1.35117208957672,984.734197616577,1.35114026069641,-984.734088897705,-1030.82714211941,1.36372375488281
1030.89703953266,-1.36823272705078,-1.35574281215668,984.699941635132,1.35571122169495,-984.699827194214,-1030.89698970318,1.36837196350098
1030.96696734428,-1.37288475036621,-1.3603241443634,984.665645599365,1.36029207706451,-984.665534973145,-1030.96691763401,1.37302207946777
1031.03697478771,-1.3775463104248,-1.36491572856903,984.631315231323,1.36488318443298,-984.631202697754,-1031.03692531586,1.37768745422363
1031.10706222057,-1.38221740722656,-1.3695170879364,984.596946716309,1.36948490142822,-984.596834182739,-1031.10701239109,1.38236236572266
1031.17722964287,-1.38689994812012,-1.37412893772125,984.562543869019,1.37409675121307,-984.562423706055,-1031.17717933655,1.38705062866211
1031.24747633934,-1.39158821105957,-1.37875151634216,984.528102874756,1.37871873378754,-984.527973175049,-1031.24742627144,1.39174652099609
1031.31780314445,-1.39628982543945,-1.3833841085434,984.493623733521,1.38335120677948,-984.493486404419,-1031.31775307655,1.39645576477051
1031.38820970058,-1.40100288391113,-1.38802719116211,984.459106445312,1.38799405097961,-984.458967208862,-1031.38815939426,1.40116882324219
1031.45869612694,-1.40573120117188,-1.39268040657043,984.424547195435,1.39264702796936,-984.424407958984,-1031.4586455822,1.4058952331543
1031.52926254272,-1.41046524047852,-1.39734387397766,984.389953613281,1.39731085300446,-984.389812469482,-1031.52921152115,1.4106330871582
1031.59990847111,-1.41521453857422,-1.40201818943024,984.355316162109,1.40198481082916,-984.355184555054,-1031.59985744953,1.41537475585938
1031.67063426971,-1.41997718811035,-1.40670263767242,984.320644378662,1.40666902065277,-984.320516586304,-1031.67058312893,1.42012977600098
1031.74144005775,-1.42474937438965,-1.41139733791351,984.285934448242,1.41136384010315,-984.285810470581,-1031.74138867855,1.42490005493164
1031.81232571602,-1.42953300476074,-1.41610252857208,984.251188278198,1.41606914997101,-984.251066207886,-1031.81227385998,1.4296817779541
1031.88329136372,-1.43432426452637,-1.42081785202026,984.21640586853,1.42078483104706,-984.216283798218,-1031.88323867321,1.43447113037109
1031.95433652401,-1.43913078308105,-1.42554366588593,984.181581497192,1.4255108833313,-984.181468963623,-1031.95428359509,1.43926811218262
1032.02546131611,-1.44394302368164,-1.43028008937836,984.146722793579,1.43024706840515,-984.14661026001,-1032.02540838718,1.44407844543457
1032.09666609764,-1.44876670837402,-1.43502700328827,984.111827850342,1.43499398231506,-984.111713409424,-1032.09661304951,1.44890403747559
1032.16795086861,-1.45359992980957,-1.43978440761566,984.076894760132,1.43975114822388,-984.076780319214,-1032.16789746284,1.45373725891113
1032.2393155098,-1.45844268798828,-1.44455230236053,984.041925430298,1.44451904296875,-984.041809082031,-1032.23926186562,1.45858383178711
1032.310759902,-1.46329879760742,-1.44933021068573,984.006914138794,1.44929718971252,-984.006801605225,-1032.31070613861,1.46343803405762
1032.38228416443,-1.46816253662109,-1.45411920547485,983.971866607666,1.45408606529236,-983.971757888794,-1032.38223040104,1.46830558776855
1032.45388841629,-1.47304534912109,-1.45891833305359,983.936780929565,1.45888531208038,-983.936679840088,-1032.45383429527,1.47317886352539
1032.52557253838,-1.47792816162109,-1.4637279510498,983.901659011841,1.46369481086731,-983.901559829712,-1032.52551805973,1.47806930541992
1032.59733629227,-1.48282814025879,-1.46854829788208,983.866495132446,1.4685150384903,-983.866403579712,-1032.59728169441,1.48296928405762
1032.66918003559,-1.48774147033691,-1.47337889671326,983.831296920776,1.47334599494934,-983.831209182739,-1032.66912508011,1.48787689208984
1032.74110352993,-1.49266624450684,-1.47822058200836,983.796062469482,1.47818720340729,-983.795976638794,-1032.74104881287,1.4927978515625
1032.8131070137,-1.49760055541992,-1.48307263851166,983.760787963867,1.483039021492,-983.760707855225,-1032.81305193901,1.49772644042969
1032.88519024849,-1.50254440307617,-1.48793506622314,983.725479125977,1.48790156841278,-983.725399017334,-1032.88513493538,1.50267028808594
1032.95735323429,-1.50749588012695,-1.49280834197998,983.690132141113,1.49277472496033,-983.690050125122,-1032.95729804039,1.50762367248535
1033.02959609032,-1.51246070861816,-1.49769222736359,983.654748916626,1.49765813350677,-983.654664993286,-1033.02954113483,1.51259231567383
1033.1019192934,-1.51743698120117,-1.50258660316467,983.619323730469,1.50255239009857,-983.619243621826,-1033.1018640995,1.51756858825684
1033.17432200909,-1.52241897583008,-1.50749158859253,983.583868026733,1.50745737552643,-983.583780288696,-1033.17426693439,1.52256011962891
1033.24680507183,-1.52741432189941,-1.51240682601929,983.548374176025,1.51237308979034,-983.548282623291,-1033.24674940109,1.52755737304688
1033.31936764717,-1.53242111206055,-1.51733314990997,983.512840270996,1.51729917526245,-983.512746810913,-1033.31931209564,1.53256797790527
1033.39201033115,-1.53743743896484,-1.52226996421814,983.477268218994,1.52223587036133,-983.477174758911,-1033.39195454121,1.53758811950684
1033.46473288536,-1.5424633026123,-1.52721750736237,983.441661834717,1.52718329429626,-983.441564559937,-1033.46467673779,1.54261779785156
1033.53753507137,-1.54750442504883,-1.53217577934265,983.40601348877,1.53214144706726,-983.405918121338,-1033.53747904301,1.54765701293945
1033.61041724682,-1.55255508422852,-1.53714489936829,983.370330810547,1.53711009025574,-983.370233535767,-1033.61036145687,1.55271148681641
1033.6833794117,-1.5576229095459,-1.5421245098114,983.334604263306,1.54208970069885,-983.334516525269,-1033.68332362175,1.55776977539062
1033.7564214468,-1.56269836425781,-1.54711484909058,983.298847198486,1.54707980155945,-983.298761367798,-1033.75636565685,1.56284332275391
1033.82954335213,-1.56778526306152,-1.55211579799652,983.263048171997,1.55208051204681,-983.262964248657,-1033.8294878006,1.56792831420898
1033.90274548531,-1.5728816986084,-1.55712747573853,983.227214813232,1.55709230899811,-983.227132797241,-1033.90268957615,1.57302284240723
1033.97602772713,-1.57798957824707,-1.56214964389801,983.191345214844,1.56211495399475,-983.191259384155,-1033.97597110271,1.57813262939453
1034.04938936234,-1.58310699462891,-1.56718313694,983.155435562134,1.56714773178101,-983.155347824097,-1034.04933285713,1.58325576782227
1034.1228312254,-1.58823585510254,-1.57222712039948,983.1194896698,1.57219159603119,-983.119401931763,-1034.12277460098,1.5883846282959
1034.1963531971,-1.59337425231934,-1.57728171348572,983.08350944519,1.57724642753601,-983.083414077759,-1034.19629633427,1.59352684020996
1034.26995491982,-1.59852600097656,-1.58234739303589,983.04748916626,1.5823118686676,-983.047391891479,-1034.26989793777,1.59868240356445
1034.34363651276,-1.60369300842285,-1.58742380142212,983.011430740356,1.58738791942596,-983.011337280273,-1034.34357964993,1.60384750366211
1034.41739821434,-1.60887145996094,-1.59251093864441,982.975332260132,1.59247505664825,-982.975244522095,-1034.4173412323,1.6090202331543
1034.49124002457,-1.61405754089355,-1.59760892391205,982.939199447632,1.59757280349731,-982.939107894897,-1034.49118256569,1.61420631408691
1034.56516158581,-1.61925315856934,-1.60271763801575,982.903032302856,1.60268151760101,-982.902931213379,-1034.56510424614,1.61940574645996
1034.63916313648,-1.62446403503418,-1.60783708095551,982.86682510376,1.60780119895935,-982.866722106934,-1034.6391055584,1.62461471557617
1034.71324467659,-1.62968254089355,-1.6129674911499,982.83057975769,1.61293172836304,-982.830472946167,-1034.71318697929,1.62983703613281
1034.78740620613,-1.63491439819336,-1.61810874938965,982.794296264648,1.61807298660278,-982.794189453125,-1034.78734815121,1.63507080078125
1034.86164772511,-1.64015769958496,-1.62326097488403,982.757974624634,1.62322509288788,-982.757865905762,-1034.86158943176,1.64031600952148
1034.9359691143,-1.64541053771973,-1.62842404842377,982.721616744995,1.62838792800903,-982.721509933472,-1034.93591082096,1.64557075500488
1035.01037061214,-1.65067481994629,-1.63359785079956,982.685216903687,1.63356184959412,-982.68511390686,-1035.01031208038,1.65083312988281
1035.08485233784,-1.65595245361328,-1.6387825012207,982.648782730103,1.63874673843384,-982.648683547974,-1035.08479332924,1.65610504150391
1035.15941369534,-1.6612377166748,-1.64397835731506,982.612314224243,1.64394211769104,-982.612211227417,-1035.15935468674,1.66139221191406
1035.23405516148,-1.66654014587402,-1.64918518066406,982.575801849365,1.64914870262146,-982.575702667236,-1035.23399579525,1.66668701171875
1035.30877649784,-1.67185401916504,-1.6544029712677,982.539251327515,1.65436637401581,-982.539157867432,-1035.30871701241,1.67199325561523
1035.38357782364,-1.67717552185059,-1.65963172912598,982.502670288086,1.65959489345551,-982.502573013306,-1035.3835183382,1.67731666564941
1035.45845925808,-1.68251037597656,-1.6648713350296,982.466049194336,1.66483449935913,-982.465955734253,-1035.45839989185,1.68264579772949
1035.53342068195,-1.68785285949707,-1.67012214660645,982.429395675659,1.67008495330811,-982.429294586182,-1035.53336131573,1.68799209594727
1035.60846197605,-1.69320869445801,-1.67538368701935,982.392702102661,1.6753466129303,-982.392599105835,-1035.60840260983,1.69335174560547
1035.68358337879,-1.69857978820801,-1.68065631389618,982.355968475342,1.68061923980713,-982.355865478516,-1035.68352413177,1.69871711730957
1035.75878500938,-1.70396041870117,-1.68593990802765,982.319198608398,1.6859028339386,-982.319095611572,-1035.75872552395,1.7040958404541
1035.8340665102,-1.70934677124023,-1.69123446941376,982.28239440918,1.69119739532471,-982.282285690308,-1035.83400654793,1.7094898223877
1035.90942788124,-1.71474647521973,-1.69654011726379,982.24555015564,1.69650292396545,-982.245439529419,-1035.90936779976,1.71488952636719
1035.98486971855,-1.72015571594238,-1.70185649394989,982.208671569824,1.701819896698,-982.208553314209,-1035.98480904102,1.72030258178711
1036.06039106846,-1.7255802154541,-1.70718455314636,982.171754837036,1.70714747905731,-982.171630859375,-1036.06033062935,1.72573089599609
1036.13599252701,-1.73101615905762,-1.71252334117889,982.134798049927,1.71248614788055,-982.134672164917,-1036.13593196869,1.73116874694824
1036.2116740942,-1.7364673614502,-1.71787321567535,982.097799301147,1.71783590316772,-982.097677230835,-1036.2116137743,1.73661231994629
1036.28743577003,-1.74192428588867,-1.72323393821716,982.060766220093,1.7231969833374,-982.060646057129,-1036.28737509251,1.74206924438477
1036.36327767372,-1.74739456176758,-1.72860586643219,982.023698806763,1.7285692691803,-982.023574829102,-1036.36321663857,1.74753952026367
1036.43919956684,-1.75287437438965,-1.73398876190186,981.98659324646,1.73395264148712,-981.986465454102,-1036.43913817406,1.75301742553711
1036.51520144939,-1.75836944580078,-1.73938298225403,981.949449539185,1.73934710025787,-981.949319839478,-1036.51513981819,1.75850868225098
1036.59128344059,-1.76387214660645,-1.74478828907013,981.912267684937,1.74475252628326,-981.912134170532,-1036.59122157097,1.76401710510254
1036.66744554043,-1.76938438415527,-1.75020503997803,981.875049591064,1.75016903877258,-981.874912261963,-1036.66738331318,1.76953887939453
1036.74368751049,-1.77491188049316,-1.75563275814056,981.837791442871,1.75559651851654,-981.837657928467,-1036.74362504482,1.77506446838379
1036.82000946999,-1.78045082092285,-1.76107168197632,981.800495147705,1.76103544235229,-981.800363540649,-1036.81994688511,1.78060340881348
1036.89641141891,-1.78599739074707,-1.76652181148529,981.763168334961,1.76648557186127,-981.763025283813,-1036.89634895325,1.78615570068359
1036.9728935957,-1.79155731201172,-1.7719829082489,981.725801467896,1.77194690704346,-981.725658416748,-1036.97283113003,1.79171943664551
1037.04945588112,-1.79712867736816,-1.7774555683136,981.688398361206,1.77741944789886,-981.68825340271,-1037.04939341545,1.79729652404785
1037.12609815598,-1.80271339416504,-1.78293919563293,981.650959014893,1.78290295600891,-981.650808334351,-1037.12603569031,1.80288505554199
1037.20282053947,-1.80830955505371,-1.78843438625336,981.613479614258,1.78839802742004,-981.613328933716,-1037.2027579546,1.8084831237793
1037.27962315083,-1.81392097473145,-1.79394054412842,981.57596206665,1.79390430450439,-981.575811386108,-1037.27956032753,1.8140926361084
1037.35650587082,-1.81954193115234,-1.79945802688599,981.538408279419,1.79942154884338,-981.538255691528,-1037.35644304752,1.8197135925293
1037.43346834183,-1.82517623901367,-1.80498707294464,981.500814437866,1.80494999885559,-981.500663757324,-1037.43340611458,1.82534599304199
1037.51051151752,-1.8308162689209,-1.81052672863007,981.463190078735,1.81049025058746,-981.463031768799,-1037.5104483366,1.83099174499512
1037.58763444424,-1.83647537231445,-1.816077709198,981.425518035889,1.81604158878326,-981.425369262695,-1037.5875711441,1.83664321899414
1037.66483795643,-1.84214401245117,-1.82164013385773,981.387809753418,1.82160425186157,-981.387666702271,-1037.66477417946,1.84230804443359
1037.74212110043,-1.84782409667969,-1.82721400260925,981.350067138672,1.8271781206131,-981.349924087524,-1037.74205720425,1.84798812866211
1037.81948447227,-1.853515625,-1.83279943466187,981.312288284302,1.83276319503784,-981.312145233154,-1037.81942033768,1.85367584228516
1037.89692795277,-1.85921859741211,-1.8383960723877,981.274467468262,1.83835959434509,-981.27433013916,-1037.89686369896,1.859375
1037.97445178032,-1.86493110656738,-1.84400391578674,981.236612319946,1.84396755695343,-981.236474990845,-1037.97438704967,1.86509132385254
1038.05205583572,-1.87066078186035,-1.84962284564972,981.198719024658,1.84958684444427,-981.198587417603,-1038.05199074745,1.87081336975098
1038.12973964214,-1.87639617919922,-1.85525333881378,981.160791397095,1.85521709918976,-981.16065788269,-1038.12967467308,1.87655067443848
1038.207503438,-1.88214683532715,-1.86089527606964,981.122821807861,1.86085867881775,-981.122695922852,-1038.20743870735,1.88229751586914
1038.2853474617,-1.88790702819824,-1.8665486574173,981.08482170105,1.86651194095612,-981.08469581604,-1038.28528273106,1.88805961608887
1038.36327159405,-1.8936824798584,-1.87221360206604,981.046781539917,1.87217628955841,-981.046653747559,-1038.36320698261,1.89383506774902
1038.44127607346,-1.89946556091309,-1.87788987159729,981.00870513916,1.87785220146179,-981.008571624756,-1038.4412112236,1.89962196350098
1038.51936089993,-1.90526390075684,-1.88357698917389,980.970590591431,1.88353991508484,-980.970460891724,-1038.51929557323,1.90541839599609
1038.59752571583,-1.91107368469238,-1.88927578926086,980.932439804077,1.88923919200897,-980.932308197021,-1038.5974599123,1.91122817993164
1038.67577075958,-1.91689109802246,-1.89498603343964,980.8942527771,1.89494943618774,-980.894117355347,-1038.67570483685,1.91705322265625
1038.75409567356,-1.9227237701416,-1.90070807933807,980.856027603149,1.90067100524902,-980.855890274048,-1038.75402987003,1.92288970947266
1038.8325009346,-1.9285717010498,-1.90644145011902,980.817764282227,1.9064040184021,-980.817626953125,-1038.83243513107,1.92873191833496
1038.91098630428,-1.9344310760498,-1.91218614578247,980.779462814331,1.91214859485626,-980.779325485229,-1038.91092038155,1.93459129333496
1038.98955202103,-1.94029998779297,-1.91794216632843,980.741123199463,1.91790473461151,-980.740985870361,-1038.98948574066,1.94046020507812
1039.06819796562,-1.94618034362793,-1.92370975017548,980.702751159668,1.92367255687714,-980.702611923218,-1039.06813108921,1.94634056091309
1039.14692389965,-1.95207595825195,-1.92948913574219,980.664337158203,1.92945170402527,-980.664199829102,-1039.14685690403,1.95223236083984
1039.22573006153,-1.95797729492188,-1.93527972698212,980.625888824463,1.93524253368378,-980.625747680664,-1039.22566282749,1.9581356048584
1039.30461609364,-1.96389389038086,-1.94108211994171,980.58740234375,1.94104480743408,-980.5872631073,-1039.30454909801,1.96405029296875
1039.3835824728,-1.96982002258301,-1.94689607620239,980.548879623413,1.94685852527618,-980.548740386963,-1039.38351547718,1.9699821472168
1039.46262931824,-1.97575950622559,-1.95272147655487,980.510320663452,1.95268368721008,-980.510177612305,-1039.46256232262,1.97592544555664
1039.54175615311,-1.98171615600586,-1.95855820178986,980.471719741821,1.95852065086365,-980.471578598022,-1039.54168903828,1.98187637329102
1039.62096345425,-1.98767852783203,-1.96440649032593,980.433086395264,1.96436941623688,-980.432943344116,-1039.62089574337,1.98784255981445
1039.70025062561,-1.99365425109863,-1.97026646137238,980.394412994385,1.97022938728333,-980.394269943237,-1039.70018315315,1.99381828308105
1039.77961826324,-1.9996395111084,-1.9761381149292,980.35570526123,1.97610127925873,-980.355556488037,-1039.77955031395,1.99980735778809
1039.85906589031,-2.00564002990723,-1.9820214509964,980.316957473755,1.98198437690735,-980.316808700562,-1039.85899806023,2.00580978393555
1039.93859374523,-2.01165390014648,-1.98791635036469,980.278173446655,1.98787927627563,-980.278024673462,-1039.93852567673,2.01182174682617
1040.018201828,-2.01767921447754,-1.99382281303406,980.23935508728,1.99378561973572,-980.239206314087,-1040.01813387871,2.01784324645996
