hx0,hy0,hx1,hy1
1741.607853,-165.679512,-135.468010,702.050545
1750.073547,-168.579826,-137.551264,699.362999
1758.595043,-171.517380,-139.654161,696.671661
1767.172493,-174.492439,-141.776741,693.976509
1775.806074,-177.505432,-143.919079,691.277924
1784.495928,-180.556656,-146.081182,688.575844
1793.242241,-183.646461,-148.263134,685.870514
1802.045166,-186.775169,-150.464970,683.162186
1810.904848,-189.943199,-152.686735,680.450928
1819.821486,-193.150826,-154.928480,677.736832
1828.795197,-196.398438,-157.190239,675.020180
1837.826166,-199.686348,-159.472069,672.301056
1846.914568,-203.014954,-161.774006,669.579666
1856.060541,-206.384552,-164.096092,666.856171
1865.264271,-209.795540,-166.438372,664.130768
1874.525928,-213.248383,-168.800892,661.403473
1883.845659,-216.743263,-171.183680,658.674606
1893.223637,-220.280746,-173.586794,655.944221
1902.660023,-223.860992,-176.010296,653.212479
1912.155012,-227.484413,-178.454172,650.479675
1921.708755,-231.151512,-180.918474,647.745819
1931.321430,-234.862556,-183.403234,645.011147
1940.993206,-238.618057,-185.908527,642.275795
1950.724232,-242.418327,-188.434361,639.539963
1960.514694,-246.263596,-190.980776,636.803833
1970.364733,-250.154434,-193.547787,634.067535
1980.274527,-254.091187,-196.135496,631.331238
1990.244259,-258.074127,-198.743841,628.595078
2000.274118,-262.103775,-201.372896,625.859406
2010.364250,-266.180695,-204.022696,623.124084
2020.514856,-270.305054,-206.693243,620.389420
2030.726105,-274.477203,-209.384602,617.655746
2040.998121,-278.697983,-212.096807,614.922913
2051.331120,-282.967300,-214.829889,612.191254
2061.725283,-287.285767,-217.583805,609.461075
2072.180733,-291.653839,-220.358658,606.732452
2082.697701,-296.071899,-223.154430,604.005280
2093.276335,-300.540237,-225.971159,601.280106
2103.916836,-305.059387,-228.808865,598.556961
2114.619350,-309.629913,-231.667549,595.835922
2125.384068,-314.252151,-234.547276,593.117249
2136.211185,-318.926300,-237.448048,590.401321
2147.100857,-323.653046,-240.369869,587.688217
2158.053246,-328.432755,-243.312794,584.977814
2169.068497,-333.265930,-246.276829,582.270447
2180.146854,-338.152954,-249.261974,579.566483
2191.288441,-343.094238,-252.268230,576.865921
2202.493462,-348.090042,-255.295658,574.169037
2213.762104,-353.141129,-258.344276,571.475891
2225.094490,-358.248169,-261.414104,568.786621
2236.490883,-363.411087,-264.505142,566.101486
2247.951431,-368.630783,-267.617371,563.420578
2259.476303,-373.907425,-270.750793,560.744156
2271.065701,-379.241638,-273.905449,558.072342
2282.719761,-384.633728,-277.081367,555.405426
2294.438656,-390.084290,-280.278549,552.743546
2306.222675,-395.594009,-283.496925,550.086609
2318.071854,-401.163010,-286.736637,547.435257
2329.986462,-406.792038,-289.997578,544.789474
2341.966640,-412.481293,-293.279854,542.149384
2354.012585,-418.231476,-296.583385,539.515213
2366.124439,-424.042999,-299.908249,536.887115
2378.302433,-429.916382,-303.254406,534.265274
2390.546768,-435.852264,-306.621899,531.649841
2402.857571,-441.851059,-310.010674,529.040985
2415.235046,-447.913361,-313.420689,526.438858
2427.679340,-454.039352,-316.852020,523.843765
2440.190674,-460.229919,-320.304703,521.255722
2452.769249,-466.485168,-323.778599,518.675308
2465.415184,-472.806030,-327.273884,516.102341
2478.128647,-479.193069,-330.790516,513.537048
2490.909901,-485.646332,-334.328369,510.979797
2503.759087,-492.166611,-337.887600,508.430573
2516.676392,-498.754456,-341.468044,505.889694
2529.662006,-505.410309,-345.069786,503.357300
2542.716122,-512.134796,-348.692772,500.833542
2555.838856,-518.928604,-352.337074,498.318527
2569.030441,-525.792130,-356.002617,495.812546
2582.291027,-532.726059,-359.689377,493.315582
2595.620808,-539.730621,-363.397419,490.827957
2609.019966,-546.806641,-367.126694,488.350052
2622.488720,-553.954590,-370.877224,485.881866
2636.027225,-561.175201,-374.648907,483.423523
2649.635685,-568.468689,-378.441799,480.975204
2663.314247,-575.836182,-382.255867,478.537170
2677.063046,-583.277817,-386.091099,476.109894
2690.882320,-590.794357,-389.947510,473.692993
2704.772274,-598.386307,-393.825054,471.286987
2718.733051,-606.054276,-397.723686,468.891998
2732.764847,-613.798843,-401.643394,466.508362
2746.867836,-621.620529,-405.584179,464.136261
2761.042137,-629.520111,-409.546043,461.775620
2775.288010,-637.498047,-413.528973,459.426758
2789.605675,-645.554993,-417.532860,457.089752
2803.995224,-653.691574,-421.557751,454.765015
2818.456856,-661.908432,-425.603638,452.452606
2832.990784,-670.205978,-429.670456,450.152924
2847.597095,-678.585236,-433.758205,447.865738
2862.276005,-687.046585,-437.866856,445.591599
2877.027779,-695.590469,-441.996376,443.330566
2891.852573,-704.217804,-446.146725,441.082932
2906.750504,-712.929123,-450.317879,438.848907
2921.721722,-721.725235,-454.509853,436.628357
2936.766449,-730.606705,-458.722599,434.421585
2951.884892,-739.574158,-462.956089,432.228867
2967.077202,-748.628418,-467.210236,430.050385
2982.343502,-757.769669,-471.485073,427.886490
2997.684078,-766.998901,-475.780499,425.737366
3013.099072,-776.316818,-480.096561,423.602859
3028.588608,-785.724014,-484.433170,421.483582
3044.152908,-795.221222,-488.790279,419.379333
3059.792095,-804.809067,-493.167900,417.290390
3075.506340,-814.488373,-497.565998,415.216980
3091.295849,-824.259613,-501.984501,413.159576
3107.160805,-834.123428,-506.423412,411.118179
3123.101383,-844.080780,-510.882679,409.092789
3139.117725,-854.132156,-515.362251,407.083817
3155.209984,-864.278336,-519.862110,405.091415
3171.378399,-874.520187,-524.382145,403.116043
3187.623085,-884.858307,-528.922375,401.157349
3203.944267,-895.293396,-533.482742,399.215805
3220.342102,-905.826355,-538.063160,397.291458
3236.816689,-916.457779,-542.663704,395.384628
3253.368244,-927.188324,-547.284245,393.495529
3269.996967,-938.018692,-551.924725,391.624420
3286.702972,-948.949783,-556.585148,389.771301
3303.486423,-959.982468,-561.265415,387.936310
3320.347519,-971.117172,-565.965530,386.120102
