earthx,earthy,probeX0,probeY0,probeX1,probeY1,probeX2,probeY2,probeX3,probeY3,probeX4,probeY4,probeX5,probeY5,probeX6,probeY6,probeX7,probeY7,probeX8,probeY8
1956105684.19062,24111754118.9981,-145810417.274476,23950393439.8196,387541514.959772,23876808464.9562,948654293.735142,23823733636.659,-62732966.6495802,24436570478.6764,475881206.558947,24353510848.7794,1066407946.56718,24267300892.184,14624514.2568167,24923050287.672,547005264.3249,24831142473.4653,1104661647.52719,24715512313.9415
1963314605.12461,24155850346.8539,-138828324.772849,23995143846.7132,394648713.29682,23921433017.6693,955999721.17585,23868307027.9696,-55595032.1697333,24481270080.7524,483163017.212096,24398049173.3257,1074042207.63957,24311658083.1336,21897405.7390214,24967700730.3197,554397962.73562,24875599732.6288,1112272795.25627,24759681592.9089
1970536697.59474,24199944419.5932,-131833206.341414,24039892213.8349,401769180.359854,23966055552.2534,963358946.850194,23912878554.1355,-48444067.2166373,24525967551.7286,490458132.653978,24442585320.9467,1081690566.34262,24356012953.977,29183295.4586543,25012348956.3145,561803883.446263,24920054675.2257,1119897616.04873,24803848227.3306
1977771960.95688,24244036333.2821,-124825062.653853,24084638537.2928,408902915.530032,24010676064.7264,970731970.648685,23957448211.0429,-41280072.4889995,24570662887.7282,497766552.234335,24487119287.6685,1089353022.93451,24400365500.257,36482182.7008078,25056994961.8035,569223025.768551,24964507297.3267,1127536109.53698,24848012212.8786
1985020394.56569,24288126083.9869,-117803894.385126,24129382813.1954,416049918.187271,24055294551.1061,978118792.461817,24002015994.578,-34103048.6867856,24615356084.875,505088275.301722,24531651069.5175,1097029577.67514,24444715717.5146,43794066.7493456,25101638742.934,576655389.013053,25008957595.0028,1135188275.35327,24892173545.224
1992281997.77466,24332213667.7738,-110769702.211469,24174125037.6514,423210187.710251,24099911007.4108,985519412.180067,24046581900.6265,-26912996.5112196,24660047139.2927,512423301.203509,24576180662.5201,1104720230.82619,24489063601.2897,51118946.8869036,25146280295.8535,584100972.489188,25053405564.3251,1142854113.12963,24936332220.0373
1999556769.93613,24376299080.7096,-103722486.810397,24218865206.7697,430383723.476416,24144525429.6585,992933829.693898,24091145925.0744,-19709916.6647835,24704736047.1055,519771629.285879,24620708062.703,1112424982.65111,24533409147.1208,58456822.3948895,25190919616.7099,591559775.505223,25097851201.3649,1150533622.49795,24980488232.9879
2006844710.40123,24420382318.861,-96662248.8607021,24263603316.6596,437570524.861968,24189137813.8677,1000362044.89376,24135708063.807,-12493809.8512172,24749422804.4377,527133258.893832,24665233266.0932,1120143833.41512,24577752350.5449,65807692.5534833,25235556701.6514,599031797.368276,25142294502.194,1158226803.08991,25024641579.7446
2014145818.51994,24464463378.295,-89588989.0424549,24308339363.4304,444770591.241874,24233748156.0571,1007804057.6701,24180268312.7099,-5264676.77551836,24794107407.414,534508189.371179,24709756268.7178,1127876783.38522,24622093207.0976,73171556.6416373,25280191546.8264,606517037.384311,25186735462.8841,1165933654.53703,25068792255.9753
2021460093.64106,24508542255.0788,-82502708.0370024,24353073343.1917,451983921.989861,24278356452.2453,1015259867.91335,24224826667.6683,1977481.85605758,24838789852.1593,541896420.060548,24754277066.6039,1135623832.83022,24666431712.3129,80548413.9370763,25324824148.3837,614015494.858145,25231174079.5074,1173654176.47065,25112940257.3471
2028787535.11221,24552618945.2798,-75403406.5269689,24397805252.0535,459210516.47842,24322962698.4512,1022729475.51395,24269383124.5671,9232665.33599782,24883470134.7988,549297950.303379,24798795655.7792,1143384982.02075,24710767861.7238,87938263.7162976,25369454502.4723,621527169.093443,25275610348.1362,1181388368.52193,25157085579.5261
2036128142.27985,24596693444.9654,-68291085.1962563,24442535086.1257,466450374.0788,24367566890.6938,1030212880.36232,24313937679.2913,16500872.9555321,24928148251.4578,556712779.439929,24843312032.2713,1151160231.22923,24755101650.8613,95341105.2545715,25414082605.2416,629052059.39272,25320044264.8431,1189136230.32188,25201228218.1779
2043481914.48924,24640765750.2036,-61165744.7300434,24487262841.5188,473703494.161016,24412169024.9924,1037710082.3489,24358490327.7256,23782104.0046332,24972824198.2621,564140906.809266,24887826192.1081,1158949580.72992,24799433075.2554,102756937.825941,25458708452.8409,636590165.05734,25364475825.701,1196897761.50131,25245368168.967
2050848851.08449,24684835857.0623,-54027385.8147859,24531988514.3433,480969876.093842,24456769097.3664,1045221081.36413,24403041065.7543,31076357.7720165,25017497971.3377,571582331.749278,24932338131.3176,1166753030.79894,24843762130.4343,110185760.703223,25503332041.4204,644141485.387519,25408905026.7828,1204672961.69089,25289505427.5572
2058228951.40853,24728903761.6096,-46876009.1382163,24576712100.7101,488249519.244814,24501367103.8353,1052745877.29844,24447589889.2619,38383633.5451407,25062169566.8108,579037053.596663,24976847845.9282,1174570581.71422,24888088811.925,117627573.158007,25547953367.1301,651706019.682321,25453331864.1618,1212461830.52111,25333639989.6113
2065622214.8031,24772969459.9139,-39711615.3893441,24621433596.73,495542422.980231,24545963040.4187,1060284470.0423,24492136794.1324,45703930.6102077,25106838980.8079,586505071.686935,25021355331.9683,1182402233.75559,24932413115.253,125082374.460656,25592572426.1205,659283767.23966,25497756333.9117,1220264367.62232,25377771850.7915
2073028640.60879,24817032948.0437,-32534205.2584552,24666152998.5146,502848586.665152,24590556903.1366,1067836859.48617,24536681776.2499,53037248.2521628,25151506209.4558,593986385.354423,25065860585.4665,1190247987.20471,24976735035.942,132550163.880306,25637189214.5424,666874727.356303,25542178432.1062,1228080572.62467,25421901006.759
2080448228.16501,24861094222.0678,-25343779.4371121,24710870302.1751,510168009.663399,24635148688.009,1075403045.52052,24581224831.498,60383585.7546948,25196171248.8814,601480993.932272,25110363602.4518,1198107842.34516,25021054569.5147,140030940.684869,25681803728.5468,674478899.327863,25586598154.8193,1235910445.1582,25466027453.1741
2087880976.80998,24905153278.0551,-18140338.6181538,24755585503.8234,517500691.337556,24679738391.056,1082983028.03585,24625765955.7603,67742942.4002363,25240834095.2122,608988896.752441,25154864378.9531,1205981799.46237,25065371711.4918,147524704.141028,25726415964.2849,682096282.448808,25631015498.1253,1243753984.85276,25510151185.6963
2095326885.88075,24949210112.0748,-10923883.4956955,24800298599.5715,524846631.048965,24724326008.298,1090576806.92267,24670305144.9202,75115317.4699634,25285494744.5757,616510093.145702,25199362910.9999,1213869858.84371,25109686457.3929,155031453.514242,25771025917.9085,689726876.012454,25675430458.0987,1251611191.33805,25554272199.9843
2102785954.71323,24993264720.1962,-3694414.76512873,24845009585.5316,532205828.157734,24768911535.7556,1098184382.07153,24714842394.8608,82500710.2437966,25330153193.0997,624044582.441645,25243859194.6215,1221772020.77843,25153998802.7359,162551188.068744,25815633585.5695,697370679.310967,25719843030.8142,1259482064.24363,25598390491.696
2110258182.6421,25037317098.4889,3548066.87687898,24889718457.8162,539578282.02273,24813494969.4493,1105805753.37298,24759377701.4653,89899120.0004004,25374809436.9123,631592363.968674,25288353225.8476,1229688285.55772,25198308743.0371,170083907.067541,25860238963.4199,705027691.635368,25764253212.3469,1267366603.19892,25642506056.4882
2117743569.00091,25081367243.0226,10803560.7323841,24934425212.538,546963992.001584,24858076305.4001,1113440920.71761,24803911060.6162,97310546.0171833,25419463472.142,639153437.054007,25332845000.708,1237618653.4747,25242616273.8115,177629609.772414,25904842047.6124,712697912.275525,25808660998.7718,1275264807.83316,25686618890.017
2125242113.12202,25125415149.8671,18072066.1021672,24979129845.8099,554362957.450684,24902655539.629,1121089883.99605,24848442468.1964,104734987.570299,25464115294.9173,646727801.02368,25377334515.2329,1245563124.82443,25286921390.5724,185188295.443921,25949442834.2998,720381340.520158,25853066386.1646,1283176677.77548,25730728987.9377
2132753814.33662,25169460815.0928,25353582.2857331,25023832353.745,561775177.725184,24947232668.1571,1128752643.09894,24892971920.088,112172443.934644,25508764901.3673,654315455.202541,25421821765.4525,1253521699.90393,25331224088.8316,192759963.341392,25994041319.635,728077975.656839,25897469370.601,1291102212.65484,25774836345.9046
2140278671.97473,25213504234.7699,32648108.581311,25068532732.4569,569200652.178998,24991807687.0058,1136429197.91697,24937499412.1735,119622914.383862,25553412287.621,661916398.914255,25466306747.3973,1261494379.01218,25375524364.0994,200344612.722933,26038637499.7714,735787816.97199,25941869948.1569,1299041412.10009,25818940959.5711
2147816685.36518,25257545404.9689,39955644.2858545,25113230978.0592,576639380.1648,25036380592.1966,1144119548.34086,24982024940.3347,127086398.190339,25598057449.808,669530631.481302,25510789457.0979,1269481162.45013,25419822211.8843,207942242.845427,26083231370.8628,743510863.750887,25986268114.9084,1306994275.73991,25863042824.5898
2155367853.83564,25301584321.7606,47276188.6950417,25157927086.6659,584091361.034026,25080951379.7512,1151823694.2614,25026548500.4534,134562894.625209,25642700384.058,677158152.224979,25555269890.5852,1277482050.52074,25464117627.6937,215552852.964531,26127822929.063,751247115.277655,26030663866.9322,1314960803.20286,25907141936.6124
2162932176.71261,25345620981.2159,54609741.1032755,25202621054.3909,591556594.136875,25125520045.6914,1159541635.56937,25071070088.4113,142052402.958348,25687341086.5011,684798960.465396,25599748043.8903,1285497043.52895,25508410607.0329,223176442.334677,26172412170.5263,758996570.835272,26075057200.3047,1322940994.11737,25951238291.2897
2170509653.32141,25389655379.4059,61956300.8036837,25247312877.3489,599035078.822306,25170086586.0393,1167273372.15565,25115589700.0898,149554922.45838,25731979553.2674,692453055.521479,25644223913.0445,1293526141.78171,25552701145.4059,230813010.209072,26216999091.4072,766759229.705567,26119448111.1031,1330934848.11173,25995331884.2718
2178100282.98619,25433687512.4021,69315867.0881188,25292002551.6543,606526814.438039,25214650996.817,1175018903.91113,25160107331.37,157070452.392673,25776615780.4876,700120436.710972,25688697494.0792,1301569345.588,25596989238.3152,238462555.839703,26261583687.8607,774535091.169223,26163836595.4044,1338942364.81411,26039422711.2075
2185704065.02992,25477717376.276,76688439.2471583,25336690073.4221,614031800.330556,25259213274.0469,1182778230.72677,25204622978.1329,164598992.02734,25821249764.2925,707801103.350431,25733168783.0262,1309626655.25882,25641274881.2614,246125078.477327,26306165956.0418,782324154.505771,26208222649.2862,1346963543.85255,26083510767.745
2193320998.7744,25521744967.0992,84074016.570105,25381375438.7673,621550035.845101,25303773413.7515,1190551352.49359,25249136636.2594,172140540.627241,25865881500.8132,715495054.755232,25777637775.9173,1317698071.10722,25685558069.7438,253800577.371482,26350745892.1059,790126418.993599,26252606268.826,1354998384.85497,26127596049.5317
2200951083.54027,25565770280.9437,91472598.3449868,25426058643.8055,629081520.325677,25348331411.9536,1198338269.10266,25293648301.6298,179695097.455982,25910510986.1811,723202290.239563,25822104468.7845,1325783593.4483,25729838799.2598,261489051.770481,26395323492.2087,797941883.909943,26296987450.1018,1363046887.44915,26171678552.2137
2208594318.64698,25609793313.8818,98884183.858557,25470739684.6521,636626253.11505,25392887264.6759,1206138980.44509,25338157970.1248,187262661.775915,25955138216.5278,730922809.11643,25866568857.6603,1333883222.59925,25774117065.3055,269190500.921412,26439898752.5063,805770548.530895,26341366189.1918,1371109051.26277,26215758271.4366
2216250703.4128,25653814061.9857,106308772.396294,25515418557.4231,644184233.554748,25437440967.9415,1213953486.41209,25382665637.6242,194843232.848138,25999763187.9853,738656610.697653,25911030938.5771,1341996958.87929,25818392863.3751,276904924.070141,26484471669.1551,813612412.131397,26385742482.1743,1379184875.92339,26259835202.8449
2223920237.15486,25697832521.328,113746363.242403,25560095258.2345,651755460.985058,25481992517.7736,1221781786.89491,25427171300.0082,202436809.932494,26044385896.6859,746403694.293871,25955490707.5677,1350124802.60978,25862666188.9612,284632320.461312,26529042238.3115,821467473.985246,26430116325.1281,1387274361.05845,26303909342.0822
2231602919.18909,25741848687.9814,121196955.679814,25604769783.2027,659339934.745029,25526541910.1956,1229623881.78487,25471674953.1564,210043392.287575,26089006338.7619,754164059.214536,25999948160.6648,1358266754.11414,25906937037.5549,292372689.338342,26573610456.1325,829335733.365088,26474487714.132,1395377506.29528,26347980684.7912
2239298748.83025,25785862558.019,128660548.990182,25649442128.4443,666937654.172472,25571089141.2311,1237479770.97338,25516176592.9482,217662979.170718,26133624510.3462,761937704.767919,26044403293.9017,1366422813.71793,25951205404.6454,300126029.943431,26618176318.7754,837217189.542425,26518856645.2653,1403494311.26109,26392049226.6137
2247007725.39194,25829874127.514,136137142.45389,25694112290.0762,674548618.603958,25615634206.9037,1245349454.3519,25560676215.263,225295569.838007,26178240407.5717,769724630.261104,26088856103.3117,1374592981.74881,25995471285.7205,307892341.51755,26662739822.3976,845111841.787613,26563223114.6072,1411624775.58301,26436114963.1905
2254729848.18658,25873883392.5396,143626735.350044,25738780264.2155,682172827.374821,25660177103.2374,1253232931.81199,25605173815.9799,232941163.544274,26222854026.5719,777524834.999993,26133306584.9282,1382777258.5366,26039734676.2661,315671623.300453,26707300963.1569,853019689.369857,26607587118.2375,1419768898.88803,26480177890.1616
2262465116.5254,25917890349.1695,151129326.95648,25783446046.9794,689810279.819153,25704717826.2562,1261130203.24526,25649669390.9776,240599759.543098,26267465363.4804,785338318.289305,26177754734.7851,1390975644.41324,26083995571.7666,323463874.530668,26751859737.2114,860940731.557219,26651948652.236,1427926680.80305,26524238003.1659
2270213529.71849,25961894993.4774,158644916.549758,25828109634.4857,697460975.26981,25749256371.9845,1269041268.54343,25694162936.1348,248271357.086803,26312074414.4309,793165079.432575,26222200548.9163,1399188139.71286,26128253967.7045,331269094.445503,26796416140.7196,868874967.616613,26696307712.6829,1436098120.95489,26568295297.8416
2277975087.07475,26005897321.5374,166173503.405163,25872771022.8521,705124913.058407,25793792736.4465,1276966127.5983,25738654447.3298,255955955.426463,26356681175.5577,801005117.732152,26266644023.356,1407414744.77175,26172509859.5609,339087282.281042,26840970169.8401,876822396.813805,26740664295.6587,1444283218.97025,26612349769.8258
2285749787.9019,26049897329.4236,173715086.79671,25917430208.1968,712802092.515322,25838326915.6669,1284904780.30174,25783143920.4409,263653553.811899,26401285642.9952,808858432.489205,26311085154.1384,1415655459.92836,26216763242.8149,346918437.272148,26885521820.7319,884783018.413418,26785018397.2438,1452481974.47573,26656401414.7546
2293537631.50651,26093895013.2105,181269665.997138,25962087186.638,720492512.969692,25882858905.6705,1292857226.54574,25827631351.3459,271364151.49168,26445887812.8781,816725023.003717,26355523937.2982,1423910285.52337,26261014112.944,354762558.652464,26930071089.5544,892756831.678925,26829370013.5193,1460694387.09785,26700450228.2634
2301338617.19395,26137890368.9726,188837240.277914,26006741954.2944,728196173.749417,25927388702.4822,1300823466.22236,25872116735.9226,279087747.713121,26490487681.3414,824604888.574489,26399960368.8701,1432179221.89964,26305262465.424,362619645.654408,26974617972.4671,900743835.872656,26873719140.5663,1468920456.46304,26744496205.9864
2309152744.26844,26181883392.7849,196417808.90923,26051394507.2849,735913074.181156,25971916302.1271,1308803499.22376,25916600070.0484,286824341.722288,26535085244.5205,832498028.499137,26444394444.8892,1440462269.40228,26349508295.7289,370489697.50918,27019162465.63,908744030.255793,26918065774.4662,1477160182.19763,26788539343.5569
2316980012.03303,26225874080.7222,204011371.160009,26096044841.7285,743643213.59033,26016441700.6305,1316797325.44222,25961081349.6006,294573932.763992,26579680498.5508,840404442.074097,26488826161.3906,1448759428.3786,26393751599.3311,378372713.446757,27063704565.2032,916757414.088373,26962409911.3006,1485413563.92787,26832579636.6075
2324820419.78958,26269862428.86,211617926.297896,26140692953.7446,751386591.301122,26060964894.0179,1324804944.7701,26005560570.4562,302336520.081796,26624273439.5682,848324128.594618,26533255514.4097,1457070699.17817,26437992371.7009,386268692.695894,27108244267.3473,924783986.629287,27006751547.1515,1493680601.27994,26876617080.7695
2332673966.83878,26313848433.2735,219237473.589267,26185338839.4528,759143206.636473,26105485878.315,1332826357.09987,26050037728.492,310112102.918008,26668864063.7089,856257087.354769,26577682499.9822,1465396082.15283,26482230608.3073,394177634.484128,27152781568.223,932823747.13628,27051090678.1009,1501961293.87992,26920651671.6733
2340540652.48016,26357832090.0386,226870012.299224,26229982494.973,766913058.918088,26150004649.5476,1340861562.32412,26094512819.5845,317900680.513687,26713452367.1093,864203317.647432,26622107114.1438,1473735577.65665,26526466304.6171,402099538.037773,27197316463.9916,940876694.865952,27095427300.2313,1510255641.35381,26964683404.9486
2348420476.01207,26401813395.2309,234515541.691595,26274623916.4252,774696147.466431,26194521203.7416,1348910560.33555,26138985839.61,325702252.10864,26758038345.906,872162818.764312,26666529352.9307,1482089186.04603,26570699456.0957,410034402.581923,27241848950.8143,948942829.073756,27139761409.6254,1518563643.32755,27008712276.2238
2356313436.7317,26445792344.9267,242174061.02894,26319263099.93,782492471.600727,26239035536.9233,1356973351.02695,26183456784.4446,333516816.941424,26802621996.236,880135589.995924,26710949212.379,1490456907.67964,26614930058.2063,417982227.340453,27286379024.853,957022149.014003,27184093002.366,1526885299.427,27052738281.1266
2364219533.93505,26489768935.2021,249845569.572541,26363900041.6078,790302030.638963,26283547645.119,1365049934.29126,26227925649.9641,341344374.249342,26847203314.2367,888121630.631606,26755366688.5253,1498838742.91845,26659158106.4108,425943011.536014,27330906682.2696,965114653.939855,27228422074.5363,1535220609.27795,27096761415.2835
2372138766.91696,26533743162.1338,257530066.582411,26408534737.5795,798124823.897887,26328057524.3553,1373140310.02153,26272392432.044,349184923.26845,26891782296.0455,896120939.95951,26799781777.4062,1507234692.12576,26703383596.1688,433916754.390041,27375431919.2265,973220343.103331,27272748622.2197,1543569572.50611,27140781674.3201
2380071134.9711,26577715021.7983,265227551.317292,26453167183.9664,805960850.693005,26372565170.6589,1381244478.11092,26316857126.5597,357038463.233552,26936358937.8003,904133517.266606,26844194475.0585,1515644755.6672,26747606522.9384,441903455.122748,27419954731.8864,981339215.755305,27317072641.4999,1551932188.73715,27184799053.8611
2388016637.38995,26621684510.2726,272938023.034651,26497797376.8898,813810110.338586,26417070580.0566,1389362438.45273,26361319729.3864,364904993.378201,26980933235.6392,912159361.83868,26888604777.5195,1524068933.91076,26791826882.1757,449903112.953128,27464475116.4121,989471271.145506,27361394128.4609,1560308457.59665,27228813549.5301
2395975273.46485,26665651623.6339,280661480.990685,26542425312.4713,821672602.14766,26461573748.5757,1397494190.94039,26405780236.3987,372784512.9347,27025505185.7006,920198472.960339,26933012680.8263,1532507227.22677,26836044669.3351,457915727.098954,27508993068.967,997616508.522518,27405713079.1866,1568698378.71015,27272825156.9497
2403947042.48594,26709616357.9594,288397924.44032,26587050986.8329,829548325.432018,26506074672.2433,1405639735.46746,26450238643.4714,380677021.134104,27070074784.1232,928250849.915003,26977418181.0165,1540959635.98794,26880259879.869,465941296.776784,27553508585.7145,1005774927.13378,27450029489.7617,1577101951.70312,27316833871.7417
2411931943.7422,26753578709.3268,296147352.637208,26631674396.0967,837437279.50221,26550573347.0869,1413799071.92764,26494694946.4787,388582517.206214,27114642027.0461,936316491.984913,27021821274.1279,1549426160.56936,26924472509.2281,473979821.201951,27598021662.8186,1013946526.22559,27494343356.2708,1585519176.20097,27360839689.5267
2419929976.52144,26797538673.8137,303909764.833732,26676295536.3851,845339463.667548,26595069769.1341,1421972200.21475,26539149141.2948,396501000.379586,27159206910.6084,944395398.451124,27066221956.1984,1557906801.34853,26968682552.8612,482031299.588572,27642532296.4433,1022131305.04309,27538654674.7988,1593950051.82907,27404842605.9242
2427941140.11031,26841496247.4983,311685160.281002,26720914403.8209,853254877.236104,26639563934.4127,1430159120.22278,26583601223.7934,404432469.881521,27203769430.9497,952487568.593514,27110620223.2661,1566401558.70534,27012890006.215,490095731.149546,27687040482.7532,1030329262.8303,27582963441.4308,1602394578.21274,27448842616.5531
2435965433.79425,26885451426.4585,319473538.228857,26765530994.527,861183519.514712,26684055838.9507,1438359831.84584,26628051189.8483,412376924.938076,27248329584.2099,960593001.690772,27155016071.3695,1574910433.02214,27057094864.7347,498173115.096549,27731546217.9131,1038540398.83007,27627269652.2525,1610852754.97725,27492839717.0309
2444002856.85758,26929404206.773,327274897.925867,26810145304.6266,869125389.808965,26728545478.7764,1446574334.9782,26672499035.3326,420334364.774055,27292887366.5291,968711697.020411,27199409496.5472,1583433424.68368,27101297123.8632,506263450.640045,27776049498.0881,1046764712.28412,27671573303.3494,1619324581.74781,27536833902.9742
2452053408.5834,26973354584.5202,335089238.619327,26854757330.2431,877080487.423218,26773032849.918,1454802629.51428,26716944756.1194,428304788.613015,27337442774.0478,976843653.858756,27243800494.8379,1591970534.07718,27145496779.0419,514366736.989272,27820550319.4434,1055002202.43304,27715874390.8075,1627810058.14961,27580825169.9987
2460117088.25368,27017302555.779,342916559.555265,26899367067.5004,885048811.660586,26817517948.4041,1463044715.34866,26761388348.0816,436288195.677261,27381995802.9066,984988871.480955,27288189062.2807,1600521761.59233,27189693825.7099,522482973.352257,27865048678.145,1063252868.51624,27760172910.713,1636309183.80779,27624813513.7189
2468193895.14921,27061248116.6285,350756859.978437,26943974512.5223,893030361.822945,26862000770.2634,1471300592.37607,26805829807.0916,444284585.187854,27426546449.2465,993147349.160971,27332575194.9147,1609087107.62129,27233888259.3047,530612158.935803,27909544570.3587,1071516709.77202,27804468859.1525,1644821958.34745,27668798929.7483
2476283828.54958,27105191263.1479,358610139.132326,26988579661.4331,901025137.21093,26906481311.5248,1479570260.49139,26850269129.0218,452293956.364601,27471094709.2089,1001319086.17159,27376958888.7796,1617666572.55872,27278080075.2616,538754292.9455,27954037992.251,1079793725.43751,27848762232.2126,1653348381.39367,27712781413.6996
2484386887.73323,27149131991.4168,366476396.259149,27033182510.3574,909033137.12394,26950959568.2175,1487853719.58969,26894706309.7442,460316308.426065,27515640578.9353,1009504081.7844,27421340139.915,1626260156.80178,27322269269.0141,546909374.585715,27998528939.9883,1088083914.74873,27893053025.9803,1661888452.57148,27756760961.1842
2492503071.97745,27193070297.5146,374355630.599849,27077783055.4199,917054360.860131,26995435536.3708,1496150969.56619,26939141345.1305,468351640.589557,27560184054.5676,1017702335.26983,27465718944.3607,1634867860.75014,27366455835.9938,555077403.059602,28043017409.7378,1096387276.94052,27937341236.5428,1670442171.50589,27800737567.8125
2500632380.55832,27237006177.5215,382247841.394101,27122381292.7457,925088807.716421,27039909212.014,1504462010.31627,26983574231.0521,476399952.071143,27604725132.248,1025913845.89711,27510095298.1568,1643489684.80604,27410639771.6301,563258377.569097,28087503397.6667,1104703811.24661,27981626859.9878,1679009537.8219,27844711229.194
2508774812.75078,27280939627.5175,390153027.880308,27166977218.46,933136476.988489,27084380591.1769,1512786841.7355,27028004963.3803,484461242.08564,27649263808.119,1034138612.9343,27554469197.3438,1652125629.37423,27454821071.3506,571452297.314915,28131986899.9425,1113033516.89955,28025909892.4028,1687590551.14445,27888681940.9369
2516930367.82858,27324870643.583,398071189.295604,27211570828.6885,941197367.970775,27128849669.8892,1521125463.71963,27072433537.9861,492535509.846614,27693800078.3232,1042376635.64827,27598840637.9621,1660775694.86204,27498999730.581,579659161.496559,28176467912.7331,1121376393.13079,28070190329.876,1696185211.09848,27932649698.6487
2525099045.06431,27368799221.7985,406002324.875853,27256162119.5569,949271479.956477,27173316444.1811,1529477876.16457,27116859950.7399,500622754.566389,27738333939.0038,1050627913.3047,27643209616.0525,1669439881.67938,27543175744.7447,587878969.312311,28220946432.2067,1129732439.1706,28114468168.4956,1704793517.30893,27976614497.9356
2533280843.72938,27412725358.2448,413946433.855651,27300751087.1914,957358812.237556,27217780910.0827,1537844078.96643,27161284197.5124,508722975.456036,27782865386.3041,1058892445.16812,27687576127.6559,1678118190.23874,27587349109.2634,596111719.959239,28265422454.5319,1138101654.24812,28158743404.3502,1713415469.40071,28020576334.4028
2541475763.09405,27456649049.0028,421903515.468321,27345337727.7184,965459364.104734,27262243063.6245,1546224072.02149,27205706274.1735,516836171.725382,27827394416.3678,1067170230.50185,27731940168.8137,1686810620.95523,27631519819.5566,604357412.633193,28309895975.8774,1146484037.59137,28203016033.5285,1722051066.99869,28064535203.6544
2549683802.42739,27500570290.1539,429873568.945919,27389922037.2644,973573134.84749,27306702900.837,1554617855.22624,27250126176.593,524962342.583006,27871921025.3387,1075461268.56803,27776301735.5672,1695517174.24656,27675687871.0419,612616046.528806,28354366992.4123,1154879588.42718,28247286052.1196,1730700309.72778,28108491101.2936
2557904960.9973,27544489077.7793,437856593.51923,27434504011.9564,981700123.754067,27351160417.751,1563025428.47734,27294543900.6405,533101487.236239,27916445209.3611,1083765558.62763,27820660823.958,1704237850.53308,27719853259.1346,620887620.839497,28398835500.3062,1163288305.98129,28291553456.2128,1739363197.21285,28152444022.9221
2566139238.07053,27588405407.9609,445852588.417772,27479083647.9215,989840330.111466,27395615610.3976,1571446791.67167,27338959442.1854,541253604.891166,27960966964.5795,1092083099.94043,27865017430.0281,1712972650.23781,27764015979.2484,629172134.757466,28443301495.7288,1171710189.47826,28335818241.8977,1748039729.07878,28196393964.1412
2574386632.91263,27632319276.7804,453861552.869792,27523660941.2872,997993753.20545,27440068474.8078,1579881944.70629,27383372797.0964,549418694.752625,28005486287.1388,1100413891.76504,27909371549.8195,1721721573.78641,27808176026.7944,637469587.473701,28487764974.8502,1180145238.14152,28380080405.2642,1756729904.95044,28240340920.5504
2582647144.788,27676230680.3199,461883486.102269,27568235888.1812,1006160392.32054,27484519007.013,1588330887.47846,27427783961.2424,557596756.024207,28050003173.184,1108757933.35888,27953723179.3744,1730484621.60722,27852333397.182,645779978.177969,28532225933.8408,1188593451.19336,28424339942.4023,1765433724.45272,28284284887.7487
2590920772.95986,27720139614.6617,469918387.340912,27612808484.7314,1014340246.74002,27528967203.0449,1596793619.88567,27472192930.4916,565787787.908258,28094517618.8606,1117115223.97818,27998072314.7356,1739261794.13129,27896488085.8184,654103306.058827,28576684368.8712,1197054827.85494,28468596849.4024,1774151187.21048,28328225861.3337
2599207516.69028,27764046075.8884,477966255.810163,27657378727.0662,1022533315.74594,27573413058.935,1605270141.82558,27516599700.7124,573991789.605877,28139029620.3142,1125485762.87802,28042418951.9456,1748053091.79236,27940640088.1087,662439570.303612,28621140276.1125,1205529367.34624,28512851122.3551,1782882292.84863,28372163836.9019
2607507375.24014,27807950060.0827,486027090.733194,27701946611.3139,1030739598.6191,27617856570.7153,1613760453.1961,27561004267.7724,582208760.316914,28183539173.691,1133869549.31226,28086763087.0474,1756858515.0269,27984789399.456,670788770.098448,28665593651.7361,1214017068.88615,28557102757.3513,1791627040.99206,28416098810.0489
2615820347.86915,27851851563.3275,494100891.331909,27746512133.6034,1038959094.63906,27662297734.4181,1622264553.89534,27605406627.5391,590438699.239979,28228046275.1372,1142266582.5336,28131104716.0844,1765678064.27411,28028936015.2611,679150904.628245,28710044491.9136,1222517931.69238,28601351750.4822,1800385431.26568,28460030776.369
2624146433.83587,27895750581.7062,502187656.826944,27791075290.0638,1047191803.08414,27706736546.0754,1630782443.82163,27649806775.8799,598681605.57243,28272550920.7993,1150676861.79357,28175443835.0997,1774511739.97597,28073079930.9227,687525973.076695,28754492792.817,1231031954.98152,28645598097.839,1809157463.29444,28503959731.4555
2632485632.39766,27939647111.302,510287386.437667,27835636076.8243,1055437723.23144,27751173001.72,1639314122.87351,27694204708.6615,606937478.510385,28317053106.8244,1159100386.34249,28219780440.1372,1783359542.57719,28117221141.8375,695913974.626279,28798938550.6186,1239559137.96899,28689841795.5137,1817943136.70326,28547885670.9007
2640837942.81074,27983541148.1985,518400079.382176,27880194490.0146,1063696854.3568,27795607097.3845,1647859590.94977,27738600421.7508,615206317.248712,28361552829.3596,1167537155.42952,28264114527.2407,1792221472.5253,28161359643.3999,704314908.458259,28843381761.4909,1248099479.86911,28734082839.5979,1826742451.11713,28591808590.2954
2649203364.33014,28027432688.4798,526525734.877304,27924750525.7646,1071969195.73483,27840038829.1017,1656418847.94941,27782993911.0139,623488120.981035,28406050084.5524,1175987168.30264,28308446092.4542,1801097530.2706,28205495431.0023,712728773.752687,28887822421.607,1256652979.89503,28778321226.1841,1835555406.16105,28635728485.2297
